,index,speaker,turn_type,text_annotated,text_user,text_correct
274,49,student,student,"<DMCC corr=""What""><GPR corr=""what"">whats</GPR></DMCC> do you  do you <XVPR corr=""think of"">think</XVPR> the Genocide  the Genocide <LSPR corr=""in"">of</LSPR>  <CSINTRA corr=""Palestine"">Palestina</CSINTRA>??",whats do you think the Genocide of Palestina?,What do you what think of the Genocide in Palestine?
275,51,student,student,"I<GVM corr=""'m going"">'m go</GVM> to Sardinia tomorrow to Sardinia tomorrow",I'm go to Sardinia tomorrow,I 'm going to Sardinia tomorrow
276,53,student,student,"<DMCC corr=""I"">i</DMCC><GVM corr=""'m staying"">'m stay</GVM> with my family and my animals with my family and my animals",i'm stay with my family and my animals,I 'm staying with my family and my animals
277,55,student,student,"My favourite <LSN corr=""sport"">spot</LSN> is eating is eating",My favourite spot is eating,My favourite sport is eating
278,57,student,student,"<DMCC corr=""I"">i</DMCC> like  like <GA corr=""\0"">the</GA>  <LP corr=""suckling pig"">baby pig</LP>",i like the baby pig,I like \0 suckling pig
279,59,student,student,"<DMCC corr=""And"">and</DMCC> for  for <GA corr=""\0"">the</GA> dessert Seadas dessert Seadas",and for the dessert Seadas,And for \0 dessert Seadas
280,61,student,student,"I<GVT corr=""eat"">'m eat</GVT> seadas  seadas <LSADV corr=""often"">usually</LSADV>",I'm eat seadas usually,I eat seadas often
281,63,student,student,"<DMCC corr=""I"">i</DMCC> have a car  have a car <LP corr=""for transportation"">for transport</LP> in  in <DMCC corr=""Sardinia"">sardinia</DMCC>",i have a car for transport in sardinia,I have a car for transportation in Sardinia
282,65,student,student,"<DMCC corr=""I"">i</DMCC>'m 'm <LSPR corr=""in"">a</LSPR> Forlì,  Forlì, <CSINTER corr=""how do I get around"">come mi sposto</CSINTER>??","i'm a Forlì, come mi sposto?","I'm in Forlì, how do I get around?"
283,67,student,student,"<DMCC corr=""Yes"">yes</DMCC>",yes,Yes
284,69,student,student,"<DMCC corr=""I"">i</DMCC><GVT corr=""like"">'m like</GVT> transportation  transportation <LSPR corr=""in"">a</LSPR> Paris Paris",i'm like transportation a Paris,I like transportation in Paris
285,71,student,student,"<WO corr=""Can you buy""><DMCC corr=""You"">you</DMCC> can buy</WO>  <GA corr=""a"">the</GA>  <GNC corr=""bus ticket"">ticket of bus</GNC> for  for <FS corr=""Paris"">PAris</FS>??",you can buy the ticket of bus for PAris?,Can you buy You can buy a bus ticket for Paris?
286,73,student,student,"<DMCC corr=""And"">and</DMCC> for London? for London?",and for London?,And for London?
287,75,student,student,"<DMCC corr=""I"">i</DMCC> don't have money don't have money",i don't have money,I don't have money
288,77,student,student,"<DMCC corr=""I"">i</DMCC> would  would <Z corr=""?"">search travel</Z>",i would search travel,I would ?
289,1,student,student,"Hello! I'm going <WO corr=""to do"">do to</WO> an  an <FS corr=""exercise"">excercice</FS>. You are an encouraging tutor who helps students improve their English by engaging in role play activities. Let's engage in a roleplay activity where I, the student play the role of a client . You are an encouraging tutor who helps students improve their English by engaging in role play activities. Let's engage in a roleplay activity where I, the student play the role of a client <GPR corr=""who"">that</GPR>  <XVCO corr=""would like to reserve"">would reserve</XVCO> a table and you will be  a table and you will be <GA corr=""the"">\0</GA> restaurant staff. Ask me  restaurant staff. Ask me <GNN corr=""questions"">question</GNN> about reservation time, the number of people, the preferred menu about reservation time, the number of people, the preferred menu","Hello! I'm going do to an excercice. You are an encouraging tutor who helps students improve their English by engaging in role play activities. Let's engage in a roleplay activity where I, the student play the role of a client that would reserve a table and you will be \0 restaurant staff. Ask me question about reservation time, the number of people, the preferred menu","Hello! I'm going to do an exercise. You are an encouraging tutor who helps students improve their English by engaging in role play activities. Let's engage in a roleplay activity where I, the student play the role of a client who would like to reserve a table and you will be the restaurant staff. Ask me questions about reservation time, the number of people, the preferred menu"
290,3,student,student,"At 9pm. Could <GPP corr=""it"">\0</GPP> be right for you? be right for you?",At 9pm. Could \0 be right for you?,At 9pm. Could it be right for you?
291,5,student,student,"<Z corr=""There are two of us"">We are two</Z>. . <WO corr=""My partner and I""><GPP corr=""I"">Me</GPP></WO> and my partner and my partner",We are two. Me and my partner,There are two of us. My partner and I and my partner I
292,7,student,student,"Do you have some <GNN corr=""examples""><FS corr=""example"">exemple</FS></GNN>  <LSPR corr=""from"">of</LSPR>  <GA corr=""the"">\0</GA> menu? menu?",Do you have some exemple of \0 menu?,Do you have some examples example from the menu?
293,9,student,student,"Menu <DMCC corr=""C"">c</DMCC>  <FS corr=""seems"">seams</FS>  <LWCO corr=""interesting"">interessant</LWCO>",Menu c seams interessant,Menu C seems interesting
294,11,student,student,Yes! It's a surprise for him!,Yes! It's a surprise for him!,Yes! It's a surprise for him!
295,13,student,student,Yes my name is User and my telephone number 6182910162,Yes my name is User and my telephone number 6182910162,Yes my name is User and my telephone number 6182910162
296,15,student,student,"Can I bring a Little candle for <GNC corr=""my partner's dessert"">the dessert of my partner</GNC>? It's his ? It's his <DMCA corr=""birthday"">bday</DMCA>",Can I bring a Little candle for the dessert of my partner? It's his bday,Can I bring a Little candle for my partner's dessert? It's his birthday
297,17,student,student,"<DMCC corr=""Can"">can</DMCC> you  you <XVCO corr=""suggest to me"">suggest me</XVCO> some ideas? some ideas?",can you suggest me some ideas?,Can you suggest to me some ideas?
298,19,student,student,The first one,The first one,The first one
299,21,student,student,"It's perfect! Thank <DMCA corr=""you"">u</DMCA> so much so much",It's perfect! Thank u so much,It's perfect! Thank you so much
300,1,student,student,"<DMCC corr=""I"">i</DMCC>'m fine 'm fine",i'm fine,I'm fine
301,3,student,student,"<DMCC corr=""I"">i</DMCC> think we  think we <GVAUX corr=""should"">\0</GVAUX> let  the conversatione flow naturally  let  the conversatione flow naturally",i think we \0 let  the conversatione flow naturally,I think we should let  the conversatione flow naturally
302,5,student,student,"<DMCC corr=""I"">i</DMCC>'m 'm <FS corr=""excited"">exited</FS> when  when <DMCC corr=""I"">i</DMCC> go out with my friends  go out with my friends",i'm exited when i go out with my friends,I'm excited when I go out with my friends
303,7,student,student,"<DMCC corr=""We"">we</DMCC>  <XVCO corr=""like dancing"">like dance </XVCO>",we like dance,We like dancing
304,9,student,student,"<DMCC corr=""I"">i</DMCC> like all types of  like all types of <FS corr=""music"">miusic</FS><QC corr=""."">,</QC> Do you like  Do you like <FS corr=""music"">miusic</FS>? ?","i like all types of miusic, Do you like miusic?",I like all types of music . Do you like music?
305,11,student,student,"<DMCC corr=""I"">i</DMCC> like  like <DMCC corr=""Italian"">italian</DMCC> singers  singers",i like italian singers,I like Italian singers
306,13,student,student,"<DMCC corr=""I"">i</DMCC> don't have a favorite  don't have a favorite <DMCC corr=""Italian"">italian</DMCC> singer.  singer.",i don't have a favorite italian singer.,I don't have a favorite Italian singer.
307,15,student,student,"<DMCC corr=""Do"">do</DMCC> you  you <XVCO corr=""feel like starting""><FS corr=""feel"">fell</FS> like start</XVCO>  <FS corr=""with"">whit</FS> a  a <WR corr=""\0"">a</WR> role play role play<QM corr=""?"">\0</QM>",do you fell like start whit a a role play\0,Do you feel like starting feel like start with a \0 role play ?
308,17,student,student,"<DMCA corr=""Okay"">ok</DMCA>",ok,Okay
309,19,student,student,"<DMCC corr=""We"">we</DMCC> can start  can start <FS corr=""with"">whit</FS> a medieval adventure  a medieval adventure",we can start whit a medieval adventure,We can start with a medieval adventure
310,21,student,student,"<DMCC corr=""Yes"">yes</DMCC>, , <DMCC corr=""I"">i</DMCC> accept this adventure  accept this adventure","yes, i accept this adventure","Yes, I accept this adventure"
311,23,student,student,"<DMCC corr=""Yes"">yes</DMCC>, , <DMCC corr=""I"">i</DMCC>  <GVT corr=""will undertake"">undertake</GVT> this quest  this quest","yes, i undertake this quest","Yes, I will undertake this quest"
312,25,student,student,"<DMCC corr=""What"">what</DMCC>  <GVAUX corr=""does"">\0</GVAUX>  <WO corr=""this map represent""><FS corr=""represent"">rappresent</FS> this map</WO>? ?",what \0 rappresent this map?,What does this map represent? represent this map
313,27,student,student,"<DMCA corr=""Okay"">ok</DMCA>  <CSINTRA corr=""thank you"">grzie</CSINTRA>",ok grzie,Okay thank you
314,29,student,student,"<DMCC corr=""I"">i</DMCC> will gather my courage before proceeding  will gather my courage before proceeding",i will gather my courage before proceeding,I will gather my courage before proceeding
315,31,student,student,"<DMCC corr=""I"">i</DMCC>  <LP corr=""have changed my mind""><GVT corr=""have changed"">change</GVT> idea</LP>, , <DMCC corr=""I"">i</DMCC> will  will <XVPR corr=""enter"">enter in</XVPR> the castle  the castle","i change idea, i will enter in the castle","I have changed my mind, have changed idea I will enter the castle"
316,33,student,student,"<DMCC corr=""I"">i</DMCC>'m going to take the 'm going to take the <FS corr=""first"">firt</FS> one  one",i'm going to take the firt one,I'm going to take the first one
317,35,student,student,"<DMCC corr=""What"">what</DMCC> was that sound?  was that sound?",what was that sound?,What was that sound?
318,37,student,student,"<DMCC corr=""I"">i</DMCC>  <GVT corr=""will keep"">keep</GVT> moving down the corridor  moving down the corridor",i keep moving down the corridor,I will keep moving down the corridor
319,39,student,student,"<DMCC corr=""I"">i</DMCC> will venture deep into the castle  will venture deep into the castle",i will venture deep into the castle,I will venture deep into the castle
