,index,speaker,turn_type,text_an,text_og,text_ok
389,14,student,student,"My <GNN corr=""favorites"">favorite</GNN> <GVN corr=""are"">is</GVN> <DMCC corr=""Don't Wanna Cry"">don’t wanna cry</DMCC> and <DMCC corr=""HIT"">hit</DMCC>, and the fact that I’m studying Korean makes it even <GADJCS corr=""easier"">more easier</GADJCS> to sing <GPP corr=""them"">\0</GPP>","My favorite is don’t wanna cry and hit, and the fact that I’m studying Korean makes it even more easier to sing \0","My favorites are Don't Wanna Cry and HIT, and the fact that I’m studying Korean makes it even easier to sing them"
390,16,student,student,"Thank you so much. But I also have to say that I <LP corr=""have been mocked a lot"">None</LP> because of this passion of mine <GVT corr=""have received"">received</GVT> a lot of mocking",Thank you so much. But I also have to say that I received a lot of mocking because of this passion of mine,Thank you so much. But I also have to say that I have been mocked a lot because of this passion of mine have received a lot of mocking
391,18,student,student,"Yeah <QM corr="","">\0</QM> I will try to do that. Last thing <QM corr="":"">\0</QM> what do you think about <DMCC corr=""K-dramas"">None</DMCC> <FS corr=""k-dramas"">k dramas</FS>",Yeah\0 I will try to do that. Last thing\0 what do you think about k dramas,"Yeah , I will try to do that. Last thing : what do you think about K-dramas k-dramas"
392,20,student,student,Thank you so much,Thank you so much,Thank you so much
393,22,student,student,"Hi <QM corr="","">\0</QM> I would like to improve my English, would you mind doing a role play with me ?","Hi\0 I would like to improve my English, would you mind doing a role play with me ?","Hi , I would like to improve my English, would you mind doing a role play with me ?"
394,24,student,student,I’d go for the casual conversation between friends,I’d go for the casual conversation between friends,I’d go for the casual conversation between friends
395,26,student,student,"Hey Allie <QM corr="","">\0</QM> how have you been <QC corr=""?"">,</QC> long time no see","Hey Allie\0 how have you been, long time no see","Hey Allie , how have you been ? long time no see"
396,28,student,student,"Lately I’ve been studying so much <LCS corr=""that"">\0</LCS> I <GVT corr=""haven't even had"">don’t </GVT> time to <FS corr=""\0"">t</FS> even have <GWC corr=""breathe"">breath</GWC>",Lately I’ve been studying so much \0 I don’t t even have time to breath,Lately I’ve been studying so much that I haven't even had time to \0 even have breathe
397,30,student,student,"Well <QM corr="","">\0</QM> you can say both of them, and what about you?","Well\0 you can say both of them, and what about you?","Well , you can say both of them, and what about you?"
398,32,student,student,"That’s <FS corr=""great"">grate</FS>, and what did you do in this <LSN corr=""period"">time</LSN> when we haven’t <LP corr=""heard from"">heard of</LP> each other?","That’s grate, and what did you do in this time when we haven’t heard of each other?","That’s great, and what did you do in this period when we haven’t heard from each other?"
399,34,student,student,"Well <QM corr="","">\0</QM> I was thinking of rewatching <WO corr=""Fast & Furious for the 100th time"">for the 100th time </WO> <DMCC corr=""Fast & Furious"">fast & furious</DMCC>",Well\0 I was thinking of rewatching for the 100th time fast & furious,"Well , I was thinking of rewatching Fast & Furious for the 100th time Fast & Furious"
400,36,student,student,"I just love everything about <GDD corr=""this"">that</GDD> saga, from the music to the actors","I just love everything about that saga, from the music to the actors","I just love everything about this saga, from the music to the actors"
401,38,student,student,"Of course <QM corr="","">\0</QM> I have many but I can say that my favourites are Han, Dominic, Brian <QM corr="","">\0</QM> and Giselle","Of course\0 I have many but I can say that my favourites are Han, Dominic, Brian\0 and Giselle","Of course , I have many but I can say that my favourites are Han, Dominic, Brian , and Giselle"
402,40,student,student,"And what about you <QM corr=""?"">\0</QM> what movies do you like ?",And what about you\0 what movies do you like ?,And what about you ? what movies do you like ?
403,42,student,student,I actually don’t like those movies,I actually don’t like those movies,I actually don’t like those movies
404,44,student,student,"Thank you for letting me know, and tell me what are <GPU corr=""?"">\0</GPU> going to do during these days <QM corr=""?"">\0</QM>","Thank you for letting me know, and tell me what are \0 going to do during these days\0","Thank you for letting me know, and tell me what are ? going to do during these days ?"
405,46,student,student,"<GVAUX corr=""Do"">\0</GVAUX> People sometimes despise you?",\0 People sometimes despise you?,Do People sometimes despise you?
406,48,student,student,"I get it, well <QM corr="","">\0</QM> what is something you really want to do?","I get it, well\0 what is something you really want to do?","I get it, well , what is something you really want to do?"
